Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1AACA,2019.03,3059.59,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.06,3071.57,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.09,2865.95,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2019.12,3188.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.03,2655.93,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.06,2553.038,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.09,3054.853,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2020.12,3579.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.03,3208.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.06,3641.703,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.09,3501.878,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2021.12,3884.73,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2022.03,3286.846,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2022.06,3545.663,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2022.09,3421.264,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2022.12,3753.336,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2023.03,3295.388,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2023.06,3303.002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2023.09,3255.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2023.12,3754.745,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2024.03,3595.767,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACA,2024.06,3387.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Unadjusted,
BDCQ.SF1AACS,2016.06,2332.372,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2016.09,2349.507,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2016.12,2278.189,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.03,2335.764,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.06,2503.932,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.09,2718.006,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2017.12,2854.191,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.03,2995.482,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.06,2960.053,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.09,3016.533,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2018.12,3116.7,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.03,3096.872,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.06,3103.476,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.09,3012.718,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2019.12,2972.1,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.03,2695.21,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.06,2580.687,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.09,3205.035,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2020.12,3335.257,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.03,3258.863,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.06,3685.429,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.09,3670.815,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2021.12,3615.94,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2022.03,3339.774,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2022.06,3594.162,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2022.09,3583.24,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2022.12,3493.644,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2023.03,3342.184,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2023.06,3356.161,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2023.09,3410.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2023.12,3491.214,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2024.03,3643.709,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACS,2024.06,3446.822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Seasonally adjusted,
BDCQ.SF1AACT,2016.06,2312.325,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2016.09,2337.135,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2016.12,2295.492,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.03,2339.17,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.06,2508.272,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.09,2702.822,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2017.12,2873.636,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.03,2962.406,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.06,2983.318,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.09,3025.01,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2018.12,3093.929,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.03,3116.713,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.06,3083.556,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.09,3019.178,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2019.12,2982.87,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2020.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2021.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2022.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2022.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2022.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2022.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2023.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2023.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2023.09,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2023.12,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2024.03,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1AACT,2024.06,,,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),"Agriculture, Forestry and Fishing",Current,Trend,
BDCQ.SF1BB1CA,2016.06,1119.02,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2016.09,1101.412,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2016.12,1139.459,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.03,1040.5,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.06,1150.976,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.09,1084.658,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2017.12,1352.84,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.03,1224.534,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.06,1105.167,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.09,1372.723,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2018.12,1230.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.03,1115.478,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.06,1210.962,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.09,1234.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2019.12,1276.337,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.03,1080.713,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.06,847.349,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.09,925.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2020.12,1085.539,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.03,1063.775,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.06,1077.447,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.09,1151.861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2021.12,1202.16,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2022.03,1244.801,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2022.06,1448.299,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2022.09,1411.447,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2022.12,1303.453,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2023.03,1293.599,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2023.06,1365.779,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2023.09,1251.664,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2023.12,1292.482,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2024.03,1326.672,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CA,2024.06,1114.075,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Unadjusted,
BDCQ.SF1BB1CS,2016.06,1119.02,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2016.09,1101.412,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2016.12,1139.459,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.03,1040.5,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.06,1150.976,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.09,1084.658,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2017.12,1352.84,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.03,1224.534,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.06,1105.167,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.09,1372.723,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2018.12,1230.969,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.03,1115.478,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.06,1210.962,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.09,1234.819,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2019.12,1276.337,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.03,1080.713,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.06,847.349,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.09,925.547,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2020.12,1085.539,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2021.03,1063.775,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
BDCQ.SF1BB1CS,2021.06,1077.447,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Mining,Current prices,Seasonally adjusted,
